arch,library,host,group,matrix,n,nnz_upper,mtype,cores,rep,analyze_s,factor_s,factor_gflops,factor_nnz,fill_ratio,solve1_s,solve8_s,solve40_s,logdet,status
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_100200_bw2.mtx,100200,32026662,2,40,1,6.744768,4.740452,508.85,489911204,15.2970,0,0,0,922876.051816,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_48600_bw2.mtx,48600,35663339,2,1,1,4.348181,28.077449,58.60,274524822,7.6977,0,0,0,447622.101009,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_48600_bw2.mtx,48600,35663339,2,2,1,4.341123,15.904620,103.45,274524822,7.6977,0,0,0,447622.101009,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_48600_bw2.mtx,48600,35663339,2,4,1,4.347299,8.636568,190.51,274524822,7.6977,0,0,0,447622.101009,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_48600_bw2.mtx,48600,35663339,2,8,1,4.345709,5.906734,278.56,274524822,7.6977,0,0,0,447622.101009,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_48600_bw2.mtx,48600,35663339,2,16,1,4.345694,4.689962,350.83,274524822,7.6977,0,0,0,447622.101009,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_48600_bw2.mtx,48600,35663339,2,32,1,4.345923,4.379416,375.70,274524822,7.6977,0,0,0,447622.101009,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_48600_bw2.mtx,48600,35663339,2,40,1,4.345482,4.336492,379.42,274524822,7.6977,0,0,0,447622.101009,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50000_bw15000.mtx,50000,7286160,2,1,1,2.136968,21.568705,55.99,205136670,28.1543,0,0,0,716715.217529,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50000_bw15000.mtx,50000,7286160,2,2,1,2.138935,12.343694,97.83,205136670,28.1543,0,0,0,716715.217529,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50000_bw15000.mtx,50000,7286160,2,4,1,2.140128,6.531878,184.88,205136670,28.1543,0,0,0,716715.217529,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50000_bw15000.mtx,50000,7286160,2,8,1,2.138018,3.709862,325.52,205136670,28.1543,0,0,0,716715.217529,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50000_bw15000.mtx,50000,7286160,2,16,1,2.139699,2.592812,465.76,205136670,28.1543,0,0,0,716715.217529,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50000_bw15000.mtx,50000,7286160,2,32,1,2.138204,2.623700,460.27,205136670,28.1543,0,0,0,716715.217529,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50000_bw15000.mtx,50000,7286160,2,40,1,2.140780,2.593323,465.66,205136670,28.1543,0,0,0,716715.217529,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50400_bw2.mtx,50400,23854872,2,1,1,6.433779,151.576295,66.46,666570678,27.9427,0,0,0,464200.468611,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50400_bw2.mtx,50400,23854872,2,2,1,6.419085,82.560759,122.02,666570678,27.9427,0,0,0,464200.468611,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50400_bw2.mtx,50400,23854872,2,4,1,6.420599,54.358547,185.33,666570678,27.9427,0,0,0,464200.468611,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50400_bw2.mtx,50400,23854872,2,8,1,6.412078,41.273411,244.09,666570678,27.9427,0,0,0,464200.468611,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50400_bw2.mtx,50400,23854872,2,16,1,6.416067,36.041858,279.52,666570678,27.9427,0,0,0,464200.468611,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50400_bw2.mtx,50400,23854872,2,32,1,6.418008,33.675451,299.16,666570678,27.9427,0,0,0,464200.468611,ok-ord5
intel,mumps-5,cn512-16-l,group11,inla_graph_lgm_50400_bw2.mtx,50400,23854872,2,40,1,6.422742,33.525183,300.50,666570678,27.9427,0,0,0,464200.468611,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk08.mtx,1074,7017,2,1,1,0.002666,0.001647,2.47,70557,10.0552,0,0,0,14650.230028,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk08.mtx,1074,7017,2,2,1,0.002685,0.002510,1.62,70557,10.0552,0,0,0,14650.230028,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk08.mtx,1074,7017,2,4,1,0.002676,0.002840,1.43,70557,10.0552,0,0,0,14650.230028,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk08.mtx,1074,7017,2,8,1,0.002710,0.002575,1.58,70557,10.0552,0,0,0,14650.230028,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk08.mtx,1074,7017,2,16,1,0.002707,0.003649,1.11,70557,10.0552,0,0,0,14650.230028,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk08.mtx,1074,7017,2,32,1,0.002770,0.004477,0.91,70557,10.0552,0,0,0,14650.230028,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk08.mtx,1074,7017,2,40,1,0.002747,0.005906,0.69,70557,10.0552,0,0,0,14650.230028,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk09.mtx,1083,9760,2,1,1,0.001484,0.001851,3.76,93366,9.5662,0,0,0,17170.252385,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk09.mtx,1083,9760,2,2,1,0.001489,0.002648,2.62,93366,9.5662,0,0,0,17170.252385,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk09.mtx,1083,9760,2,4,1,0.001504,0.002809,2.48,93366,9.5662,0,0,0,17170.252385,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk09.mtx,1083,9760,2,8,1,0.001518,0.003601,1.93,93366,9.5662,0,0,0,17170.252385,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk09.mtx,1083,9760,2,16,1,0.001526,0.003921,1.77,93366,9.5662,0,0,0,17170.252385,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk09.mtx,1083,9760,2,32,1,0.001559,0.005456,1.27,93366,9.5662,0,0,0,17170.252385,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk09.mtx,1083,9760,2,40,1,0.001534,0.005793,1.20,93366,9.5662,0,0,0,17170.252385,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk10.mtx,1086,11578,2,1,1,0.000695,0.001185,0.85,40371,3.4869,0,0,0,14238.307934,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk10.mtx,1086,11578,2,2,1,0.000678,0.002093,0.48,40371,3.4869,0,0,0,14238.307934,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk10.mtx,1086,11578,2,4,1,0.000692,0.002922,0.34,40371,3.4869,0,0,0,14238.307934,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk10.mtx,1086,11578,2,8,1,0.000710,0.003224,0.31,40371,3.4869,0,0,0,14238.307934,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk10.mtx,1086,11578,2,16,1,0.000709,0.002187,0.46,40371,3.4869,0,0,0,14238.307934,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk10.mtx,1086,11578,2,32,1,0.000725,0.002685,0.37,40371,3.4869,0,0,0,14238.307934,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk10.mtx,1086,11578,2,40,1,0.000728,0.003726,0.27,40371,3.4869,0,0,0,14238.307934,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk11.mtx,1473,17857,2,1,1,0.001058,0.002035,1.69,80454,4.5055,0,0,0,21933.879929,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk11.mtx,1473,17857,2,2,1,0.001055,0.002842,1.21,80454,4.5055,0,0,0,21933.879929,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk11.mtx,1473,17857,2,4,1,0.001073,0.002561,1.34,80454,4.5055,0,0,0,21933.879929,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk11.mtx,1473,17857,2,8,1,0.001104,0.003754,0.92,80454,4.5055,0,0,0,21933.879929,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk11.mtx,1473,17857,2,16,1,0.001147,0.004109,0.84,80454,4.5055,0,0,0,21933.879929,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk11.mtx,1473,17857,2,32,1,0.001163,0.004629,0.74,80454,4.5055,0,0,0,21933.879929,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk11.mtx,1473,17857,2,40,1,0.001190,0.004930,0.70,80454,4.5055,0,0,0,21933.879929,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk13.mtx,2003,42943,2,1,1,0.003697,0.006753,11.88,374301,8.7162,0,0,0,38330.044617,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk13.mtx,2003,42943,2,2,1,0.003601,0.006861,11.69,374301,8.7162,0,0,0,38330.044617,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk13.mtx,2003,42943,2,4,1,0.003608,0.006900,11.63,374301,8.7162,0,0,0,38330.044617,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk13.mtx,2003,42943,2,8,1,0.003659,0.007335,10.94,374301,8.7162,0,0,0,38330.044617,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk13.mtx,2003,42943,2,16,1,0.003721,0.007965,10.07,374301,8.7162,0,0,0,38330.044617,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk13.mtx,2003,42943,2,32,1,0.003699,0.009437,8.50,374301,8.7162,0,0,0,38330.044617,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk13.mtx,2003,42943,2,40,1,0.003702,0.014211,5.65,374301,8.7162,0,0,0,38330.044617,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk14.mtx,1806,32630,2,1,1,0.002668,0.003422,3.41,151415,4.6404,0,0,0,30355.020618,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk14.mtx,1806,32630,2,2,1,0.001957,0.004377,2.66,151415,4.6404,0,0,0,30355.020618,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk14.mtx,1806,32630,2,4,1,0.001961,0.004621,2.52,151415,4.6404,0,0,0,30355.020618,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk14.mtx,1806,32630,2,8,1,0.002010,0.003904,2.99,151415,4.6404,0,0,0,30355.020618,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk14.mtx,1806,32630,2,16,1,0.002118,0.005666,2.06,151415,4.6404,0,0,0,30355.020618,ok-ord2
