matrix,n,nnz,c1,c2,c4,c8,c16,c32,c40,best,best@c
dense_2000,2000,2001000,0.475232,0.064998,0.038019,0.031351,0.027048,0.039601,0.031574,0.027048,16
dense_5000,5000,12502500,0.786266,0.395979,0.225585,0.146319,0.102334,0.082523,0.073586,0.073586,40
dense_10000,10000,50005000,5.650030,2.769382,1.471130,0.907887,0.585684,0.389616,0.341940,0.341940,40
