arch,library,host,group,matrix,n,nnz_upper,mtype,cores,rep,analyze_s,factor_s,factor_gflops,factor_nnz,fill_ratio,solve1_s,solve8_s,solve40_s,logdet,status
intel,pastix-6,cn509-15-l,group1,bcsstk13.mtx,2003,42943,2,32,1,0.037525,0.010046,12.35,340628,7.9321,0,0,0,38330.044617,ok
intel,pastix-6,cn509-15-l,group1,bcsstk13.mtx,2003,42943,2,40,1,0.038982,0.010889,10.91,340628,7.9321,0,0,0,38330.044617,ok
intel,pastix-6,cn509-15-l,group1,bcsstk14.mtx,1806,32630,2,1,1,0.021012,0.004090,14.06,133993,4.1064,0,0,0,30355.020618,ok
intel,pastix-6,cn509-15-l,group1,bcsstk14.mtx,1806,32630,2,2,1,0.018872,0.003952,20.20,133993,4.1064,0,0,0,30355.020618,ok
intel,pastix-6,cn509-15-l,group1,bcsstk14.mtx,1806,32630,2,4,1,0.013990,0.004261,12.60,134830,4.1321,0,0,0,30355.020618,ok
intel,pastix-6,cn509-15-l,group1,bcsstk14.mtx,1806,32630,2,8,1,0.013971,0.003837,32.52,134830,4.1321,0,0,0,30355.020618,ok
intel,pastix-6,cn509-15-l,group1,bcsstk14.mtx,1806,32630,2,16,1,0.017215,0.004271,11.35,134830,4.1321,0,0,0,30355.020618,ok
intel,pastix-6,cn509-15-l,group1,bcsstk14.mtx,1806,32630,2,32,1,0.022218,0.005515,5.50,134830,4.1321,0,0,0,30355.020618,ok
intel,pastix-6,cn509-15-l,group1,bcsstk14.mtx,1806,32630,2,40,1,0.029541,0.006651,3.80,134830,4.1321,0,0,0,30355.020618,ok
intel,pastix-6,cn509-15-l,group1,bcsstk15.mtx,3948,60882,2,1,1,0.072326,0.010125,27.51,615701,10.1130,0,0,0,65400.181216,ok
intel,pastix-6,cn509-15-l,group1,bcsstk15.mtx,3948,60882,2,2,1,0.051609,0.008637,43.26,610417,10.0262,0,0,0,65400.181216,ok
intel,pastix-6,cn509-15-l,group1,bcsstk15.mtx,3948,60882,2,4,1,0.042586,0.008100,61.32,610417,10.0262,0,0,0,65400.181216,ok
intel,pastix-6,cn509-15-l,group1,bcsstk15.mtx,3948,60882,2,8,1,0.038825,0.007828,52.71,610417,10.0262,0,0,0,65400.181216,ok
intel,pastix-6,cn509-15-l,group1,bcsstk15.mtx,3948,60882,2,16,1,0.040390,0.008828,39.81,607796,9.9832,0,0,0,65400.181216,ok
intel,pastix-6,cn509-15-l,group1,bcsstk15.mtx,3948,60882,2,32,1,0.048338,0.010478,24.98,607796,9.9832,0,0,0,65400.181216,ok
intel,pastix-6,cn509-15-l,group1,bcsstk15.mtx,3948,60882,2,40,1,0.055592,0.014337,12.47,607796,9.9832,0,0,0,65400.181216,ok
intel,pastix-6,cn509-15-l,group1,bcsstk16.mtx,4884,147631,2,1,1,0.033570,0.021161,35.85,917707,6.2162,0,0,0,96826.292845,ok
intel,pastix-6,cn509-15-l,group1,bcsstk16.mtx,4884,147631,2,2,1,0.027971,0.018755,63.63,910156,6.1651,0,0,0,96826.292845,ok
intel,pastix-6,cn509-15-l,group1,bcsstk16.mtx,4884,147631,2,4,1,0.027145,0.017971,79.07,908005,6.1505,0,0,0,96826.292845,ok
intel,pastix-6,cn509-15-l,group1,bcsstk16.mtx,4884,147631,2,8,1,0.025881,0.017973,117.00,910156,6.1651,0,0,0,96826.292845,ok
intel,pastix-6,cn509-15-l,group1,bcsstk16.mtx,4884,147631,2,16,1,0.027761,0.018016,103.97,910156,6.1651,0,0,0,96826.292845,ok
intel,pastix-6,cn509-15-l,group1,bcsstk16.mtx,4884,147631,2,32,1,0.034426,0.018969,51.82,910156,6.1651,0,0,0,96826.292845,ok
intel,pastix-6,cn509-15-l,group1,bcsstk16.mtx,4884,147631,2,40,1,0.035113,0.024899,10.04,910156,6.1651,0,0,0,96826.292845,ok
intel,pastix-6,cn509-15-l,group1,bcsstk17.mtx,10974,219812,2,1,1,0.078287,0.032072,23.67,1300292,5.9155,0,0,0,163521.693307,ok
intel,pastix-6,cn509-15-l,group1,bcsstk17.mtx,10974,219812,2,2,1,0.060516,0.028609,38.41,1297758,5.9039,0,0,0,163521.693307,ok
intel,pastix-6,cn509-15-l,group1,bcsstk17.mtx,10974,219812,2,4,1,0.055541,0.026137,56.23,1292324,5.8792,0,0,0,163521.693307,ok
intel,pastix-6,cn509-15-l,group1,bcsstk17.mtx,10974,219812,2,8,1,0.049044,0.027019,59.72,1296559,5.8985,0,0,0,163521.693307,ok
intel,pastix-6,cn509-15-l,group1,bcsstk17.mtx,10974,219812,2,16,1,0.050261,0.027691,58.78,1293391,5.8841,0,0,0,163521.693307,ok
intel,pastix-6,cn509-15-l,group1,bcsstk17.mtx,10974,219812,2,32,1,0.057577,0.031984,22.40,1291270,5.8744,0,0,0,163521.693307,ok
intel,pastix-6,cn509-15-l,group1,bcsstk17.mtx,10974,219812,2,40,1,0.061630,0.033790,19.07,1291270,5.8744,0,0,0,163521.693307,ok
intel,pastix-6,cn509-15-l,group1,bcsstk18.mtx,11948,80519,2,1,1,0.141721,0.018328,10.04,813232,10.0999,0,0,0,178262.815928,ok
